EIN2,F9_00_ORG_NAME_L1,F9_00_ORG_ADDR_CITY,F9_00_ORG_ADDR_STATE,F9_08_REV_PROG_DESC
EIN-23-7414729,NEAR NORTHWEST NEIGHBORHOOD INC,SOUTH BEND,IN,900099.0
EIN-23-7414917,UNIVERSITY OF KANSAS MEDICAL CENTER AUXILIARY INC,KANSAS CITY,KS,511120.0
EIN-23-7414937,FRANK LLOYD WRIGHT TRUST,OAK PARK,IL,900099.0
EIN-23-7415598,CROATIAN CULTURAL CENTER OF CHICAGO INC,CHICAGO,IL,611600.0
EIN-23-7416300,BIBLICAL ARCHAEOLOGY SOCIETY,WASHINGTON,DC,511120.0
EIN-23-7416302,INTERNATIONAL ASSOCIATION FOR THE STUDY OF PAIN,WASHINGTON,DC,900099.0
EIN-23-7417351,FREEDOMS FOUNDATION AT VALLEY FORGE,VALLEY FORGE,PA,900099.0
EIN-23-7417403,NATIONAL ASSOCIATION OF ACADEMIES OF SCIENCE,LOUISVILLE,KY,611710.0
EIN-23-7417417,MONROEVILLE VOLUNTEER FIRE COMPANY 4,MONROEVILLE,PA,621910.0
EIN-23-7417579,CONNECTICUT RIVER FOUNDATION AT STEAMBOAT DOCK INC,ESSEX,CT,900099.0
EIN-23-7417715,MANKATO AREA HOCKEY ASSOCIATION,MANKATO,MN,900009.0
EIN-23-7417982,CODMAN COMMUNITY FARMS INC,LINCOLN,MA,111000.0
EIN-23-7418072,ORLEANS CONSERVATION TRUST,ORLEANS,MA,541900.0
EIN-23-7418075,ROCK CREEK RIDING CLUB INC,LOUISVILLE,KY,900099.0
EIN-23-7418863,COMMUNITY ARTS INC,SAN FRANCISCO,CA,711510.0
EIN-23-7419270,MOUNTAIN BROOK ATHLETICS INC,BIRMINGHAM,AL,711210.0
EIN-23-7419546,INDIANA PARK & RECREATION ASSOCIATION,NOBLESVILLE,IN,611710.0
EIN-23-7419897,KETTERING MEDICAL CENTER FOUNDATION,MIAMISBURG,OH,813211.0
EIN-23-7420147,YOUTH FUND OF SOUTHERN CALIFORNIA,ANAHEIM,CA,531120.0
EIN-23-7421892,SOLID GROUND WASHINGTON,SEATTLE,WA,480000.0
EIN-23-7421930,ILLINOIS HOSPITAL RESEARCH AND EDUCATIONAL FOUNDATION,NAPERVILLE,IL,900099.0
EIN-23-7422390,HEART CONSCIOUSNESS CHURCH INC,MIDDLETOWN,CA,900099.0
EIN-23-7423028,P A W S ANIMAL ADOPTION CENTER,ROCKPORT,ME,541940.0
EIN-23-7423042,MAYHEW,BRISTOL,NH,900099.0
EIN-23-7423496,WOMENS CENTER,VIENNA,VA,900099.0
EIN-23-7423925,COMAL COUNTY JUNIOR LIVESTOCK SHOW ASSOCIATION INC,NEW BRAUNFELS,TX,110000.0
EIN-23-7424192,WESTCHESTER CENTER FOR THE STUDY OF PSYCHOANALYSIS AND PSYCHOTHERAPY,LARCHMONT,NY,611600.0
EIN-23-7424418,FOUNDATION FOR ADVANCEMENT IN CONSERVATION,WASHINGTON,DC,900099.0
EIN-23-7424858,BROWNSTONE GARDEN II INC,EAST LONGMEADOW,MA,531110.0
EIN-23-7425256,THE FOUNDATION SCHOOLS,UPPR MARLBORO,MD,900099.0
EIN-23-7425516,FRONTLINE ARTS A NEW JERSEY NON-PROFIT CORPORATION,BRANCHBURG,NJ,511199.0
EIN-23-7425713,CULVER CITY SENIOR CITIZENS ASSOCIATION INC,CULVER CITY,CA,624100.0
EIN-23-7425858,BOWLER-BARTLETT FOUNDATION,CONCORD,NH,900099.0
EIN-23-7425876,LATIN AMERICAN PERSPECTIVES INC,LAGUNA BEACH,CA,900099.0
EIN-23-7425901,INTERCITY FELLOWSHIP HALL,LONG BEACH,CA,531190.0
EIN-23-7425969,CLYMER LIBRARY ASSOC OF POCONO PINE,POCONO PINES,PA,900099.0
EIN-23-7426097,EAST WINDSOR POLICE ATHLETIC LEAGUE,EAST WINDSOR,NJ,900099.0
EIN-23-7426261,DANCE WORKS INC,NEW YORK,NY,900099.0
EIN-23-7426306,MID-AMERICA TRANSPLANT SERVICES,SAINT LOUIS,MO,900099.0
EIN-23-7426391,NORTHAMPTON BAND PARENTS,NORTHAMPTON,PA,900099.0
EIN-23-7427162,LINCOLN TOWNSHIP VOLUNTEER FIRE CO AND RELIEF ASSOCIATION,ELIZABETH,PA,812900.0
EIN-23-7427350,UNIVERSITY FAMILY PHYSICIANS INC,INDIANAPOLIS,IN,622110.0
EIN-23-7428011,MISSION HILL NEIGHBORHOOD HOUSING,ROXBURY XING,MA,531390.0
EIN-23-7428284,TIMBERVILLE MEDICAL FOUNDATION,BROADWAY,VA,624410.0
EIN-23-7428305,INTERNATIONAL SOCIETY ON THROMBOSIS AND HAEMOSTASIS INC,CARRBORO,NC,900099.0
EIN-23-7428348,BLACK HILLS STATE UNIVERSITY FOUNDATION,SPEARFISH,SD,900099.0
EIN-23-7428389,THE BRIDGE TO RECOVERY INC,BOWLING GREEN,KY,623990.0
EIN-23-7429349,PASADENA ART ALLIANCE,PASADENA,CA,900099.0
EIN-23-7429727,DUBUQUE SYMPHONY ORCHESTRA,DUBUQUE,IA,711190.0
EIN-23-7429813,AMELIA EMERGENCY SQUAD INC,AMELIA,VA,621910.0
EIN-23-7430211,POP WARNER LITTLE SCHOLARS INC,POWAY,CA,713990.0
EIN-23-7430402,KARTEMQUIN EDUCATIONAL FILMS,CHICAGO,IL,900099.0
EIN-23-7430553,ROULETTE CHEMICAL ENGINE COMPANY NO 1,ROULETTE,PA,621910.0
EIN-23-7431264,GOODWILL INDUSTRIES OF SOUTHERN NEW ENGLAND INC,NORTH HAVEN,CT,624310.0
EIN-23-7431290,PUTNAM BAPTIST HOMES INC,PUTNAM,CT,531110.0
EIN-23-7431389,SEK HUMANE SOCIETY OF CRAWFORD COUNTY KANSAS,PITTSBURG,KS,900099.0
EIN-23-7431572,KENTUCKY MOUNTAIN MISSION OF EASTERN KENTUCKY INC,BEATTYVILLE,KY,900099.0
EIN-23-7431653,ELECTRICAL INDUSTRY EDUCATIONAL FUND,ORCHARD PARK,NY,611600.0
EIN-23-7431696,ALLENTOWN BNAI BRITH HOUSING CORP,ALLENTOWN,PA,531110.0
EIN-23-7432150,SOUTHEAST ALABAMA COMMUNITY PLAYERS INC,DOTHAN,AL,711110.0
EIN-23-7432162,CATO INSTITUTE,WASHINGTON,DC,990009.0
EIN-23-7432186,HONDURAS BAPTIST DENTAL MISSION INC,COLLINS,MS,236000.0
EIN-23-7432481,BAPTIST TRINITY LUTHERAN LEGACY FOUNDATION,KANSAS CITY,MO,611430.0
EIN-23-7433067,AMERICAN SOCIETY OF BREWING CHEMISTS INC,SAINT PAUL,MN,900099.0
EIN-23-7433428,REGIONAL ENTERPRISES FOR ADULTS AND CHILDREN INC,EAU CLAIRE,WI,624310.0
EIN-23-7433923,PIONEER BIBLE TRANSLATORS,DALLAS,TX,900099.0
EIN-23-7433930,ASHTABULA COUNTY RESIDENTIAL SERVICES CORPORATION,CONNEAUT,OH,623000.0
EIN-23-7434403,UWCHLAN AMBULANCE CORPS INC,EXTON,PA,621910.0
EIN-23-7435034,COMMUNITY FIRE CO NO1,RIEGELSVILLE,PA,900099.0
EIN-23-7435274,CLARVIEW REST HOME INC,SLIGO,PA,623000.0
EIN-23-7435493,ARMENIAN CULTURAL & EDUCATIONAL CENTER INC,WATERTOWN,MA,532000.0
EIN-23-7436378,LITTLE CANADA FIRE DEPARTMENT INC,LITTLE CANADA,MN,900099.0
EIN-23-7436396,FENNIMORE RURAL FIRE DEPARTMENT INC,FENNIMORE,WI,900099.0
EIN-23-7436940,PUTNAM COUNTY OPERATION LIFE INC,GREENCASTLE,IN,621910.0
EIN-23-7437145,GADSDEN ASSOCIATION REHABILITATION CENTER INC,QUINCY,FL,623000.0
EIN-23-7437297,KENTUCKY 4-H FOUNDATION INC,LEXINGTON,KY,900099.0
EIN-23-7437350,NORTHWEST CHRISTIAN CAMPS INC,MOUNTLAKE TER,WA,813110.0
EIN-23-7437479,GOODWILL INDUSTRIES OF SOUTHERN NEVADA INC,LAS VEGAS,NV,812900.0
EIN-23-7437765,SPRINGFIELD REGIONAL MEDICAL CENTER AUXILIARY,SPRINGFIELD,OH,453220.0
EIN-23-7437775,SAN JUAN MOUNTAINS ASSOCIATION,DURANGO,CO,110000.0
EIN-23-7437867,PEACE NEIGHBORHOOD CENTER,ANN ARBOR,MI,900099.0
EIN-23-7437989,HOUSTON HEIGHTS TOWER SERVICE CORP,HOUSTON,TX,531110.0
EIN-23-7438061,ARTS COUNCIL OF SNOHOMISH COUNTY,EVERETT,WA,900099.0
EIN-23-7438215,MAUCH CHUNK HISTORICAL SOCIETY,JIM THORPE,PA,532000.0
EIN-23-7438274,HISTORIC HOOSIER HILLS R C & D INC,VERSAILLES,IN,110000.0
EIN-23-7438286,FRANKLIN COUNTY SENIOR CITIZENS SERVICES INC,BROOKVILLE,IN,624110.0
EIN-23-7438529,CHINESE INFORMATION AND SERVICE,SEATTLE,WA,624110.0
EIN-23-7439373,NEW YORK & NEW JERSEY MINORITY SUPPLIER DEVELOPMENT COUNCIL INC,NEW YORK,NY,611430.0
EIN-23-7439391,POVERELLO CENTER INC,MISSOULA,MT,624200.0
EIN-23-7439392,IDAHO LAW FOUNDATION INC,BOISE,ID,611710.0
EIN-23-7439424,ST AUGUSTINE PLAZA INC,PITTSBURGH,PA,531110.0
EIN-23-7439467,MARANNOOK INC,LAFAYETTE,AL,713990.0
EIN-23-7439534,SOCIETY FOR THE PRESERVATION OF BLUEGRASS MUSIC OF AMERICA,KIRKSVILLE,MO,711300.0
EIN-23-7439551,METRO YOUTH FOOTBALL ASSOCIATION INC,CEDAR RAPIDS,IA,900099.0
EIN-23-7440384,BRECKENRIDGE CHRISTIAN MINISTRIES,BRECKENRIDGE,CO,900099.0
EIN-23-7440426,SOUHEGAN VALLEY AMBULANCE SERVICE INC,NEW IPSWICH,NH,621910.0
EIN-23-7440482,TRI-KO INC,OSAWATOMIE,KS,900099.0
EIN-23-7440846,GRAND COUNTY HISTORICAL ASSOCIATION,HOT SLPHR SPR,CO,611600.0
EIN-23-7441173,SPIRIT OF GOD COMMUNITY INC,CRYSTAL RIVER,FL,813110.0
EIN-23-7441275,BUFFALO CREEK GUN CLUB INC,CONIFER,CO,713990.0
EIN-23-7441279,CHICAMACOMICO HISTORICAL ASSOCIATION INC,RODANTHE,NC,900099.0
EIN-23-7441463,HEART OF JACKSON HUMANE SOCIETY INC,HOLTON,KS,900099.0
EIN-23-7441972,HISTORIC HAWAII FOUNDATION,HONOLULU,HI,611710.0
EIN-23-7442181,LABOR EDUCATION AND COMMUNITY SERVICES AGENCY INC,HAUPPAUGE,NY,900099.0
EIN-23-7442271,WESTERN AREA VOLUNTEER EMERGENCY SERVICE INC,CAMILLUS,NY,621910.0
EIN-23-7442369,FALLON COMMUNITY HEALTH PLAN INC,WORCESTER,MA,524114.0
EIN-23-7442645,CONTACT WE CARE INC,WESTFIELD,NJ,611430.0
EIN-23-7442766,EMERSON SCHOOL INC,ANN ARBOR,MI,611600.0
EIN-23-7442785,VALENCIA COLLEGE FOUNDATION,ORLANDO,FL,532000.0
EIN-23-7442963,CHILD BUILDERS,HOUSTON,TX,611710.0
EIN-23-7443111,DUFFIELD VOLUNTEER FIRE AND RESCUE SQUAD INC,DUFFIELD,VA,900099.0
EIN-23-7444249,OPEN DOOR ANIMAL SANCTUARY,HOUSE SPRINGS,MO,812910.0
EIN-23-7444259,HERMANN SENIOR HOUSING CORPORATION,HERMANN,MO,532000.0
EIN-23-7444428,ALICE JAMES POETRY COOPERATIVE INC,FARMINGTON,ME,511190.0
EIN-23-7444508,AREA FIVE AGENCY ON AGING & COMMUNITY SERVICES,LOGANSPORT,IN,531110.0
EIN-23-7444617,LORIAN ASSOCIATION,ISSAQUAH,WA,999999.0
EIN-23-7444658,FRANKLIN COUNTY SENIOR CITIZENS INC,WINCHESTER,TN,624110.0
EIN-23-7444790,SEARCH AND CARE INC,NEW YORK,NY,900099.0
EIN-23-7444825,TREE HOUSE HUMANE SOCIETY,CHICAGO,IL,900099.0
EIN-23-7444959,HOPE HOUSE I INC,JACKSON,MI,532000.0
EIN-23-7445074,SHERRILL FIRE PROTECTION ASSOCIATION,SHERRILL,IA,900099.0
EIN-23-7445264,STONES RIVER MANOR INC,MURFREESBORO,TN,623000.0
EIN-23-7445324,NEW HARTFORD VOLUNTEER AMBULANCE ASSOCIATION INC,NEW HARTFORD,CT,621910.0
EIN-23-7446224,ASSOCIATION OF PEDIATRIC HEMATOLOGY ONCOLOGY NURSES INC,CHICAGO,IL,541700.0
EIN-23-7446373,FACETS-MULTIMEDIA INCORPORATED,CHICAGO,IL,713990.0
EIN-23-7446692,TAYLORS CREEK YOUTH ORGANIZATION,MIAMITOWN,OH,711210.0
EIN-23-7447614,JAYCEE-HDC INC,LANCASTER,PA,531110.0
EIN-23-7447641,ARC OF MORGAN COUNTY,DECATUR,AL,123456.0
EIN-23-7447676,MISSISSIPPI BLOOD SERVICES INC,FLOWOOD,MS,900099.0
EIN-23-7447812,MEALS ON WHEELS AMERICA,ARLINGTON,VA,900099.0
EIN-23-7447914,WASHINGTON CPA FOUNDATION,BELLEVUE,WA,561000.0
EIN-23-7448019,FOUNDATION OF PRAISE INCORPORATED,ESCONDIDO,CA,900099.0
EIN-23-7448135,CAMP RUGGLES INC,CHEPACHET,RI,624410.0
EIN-23-7448343,LOXAHATCHEE RIVER HISTORICAL SOCIETY INC,JUPITER,FL,453220.0
EIN-23-7448353,ANIMAL AID INC,PORTLAND,OR,900099.0
EIN-23-7448437,LITTLE THEATRE OF CONROE INC,CONROE,TX,711110.0
EIN-23-7448487,COMMUNITY MAINSTREAMING ASSOCIATES INC,WESTBURY,NY,623000.0
EIN-23-7448488,HARPURS FERRY STUDENT VOLUNTEER AMBULANCE SERVICE LTD,BINGHAMTON,NY,621910.0
EIN-23-7448539,A A ALUMNI FDN INC,BAYVILLE,NY,531110.0
EIN-23-7448839,SAN JUAN ANIMAL LEAGUE,FARMINGTON,NM,900099.0
EIN-23-7449195,NAVY LEAGUE OF THE UNITED STATES HONOLULU COUNCIL,HONOLULU,HI,611710.0
EIN-23-7449686,TRI-COUNTY HUMANE SOCIETY,SAINT CLOUD,MN,900099.0
EIN-23-7450104,LARSON GALLERY GUILD,YAKIMA,WA,713990.0
EIN-23-7450873,TAHOMA AUDUBON SOCIETY,UNIVERSITY PL,WA,611710.0
EIN-23-7450981,WOLCOTT VOLUNTEER AMBULANCE ASSOCIATION INC,WOLCOTT,CT,900099.0
EIN-23-7451417,CALIFORNIA HISTORICAL RADIO SOCIETY,SAN FRANCISCO,CA,712110.0
EIN-23-7451608,DUNCAN COMMUNITY RESIDENCE INC,DUNCAN,OK,531110.0
EIN-23-7451983,ENVIRONMENTAL DESIGN RESEARCH ASSOCIATION INC,PINOLE,CA,900099.0
EIN-23-7453537,ROSCCO STAMFORD SCHOOL COMMUNITY ORGANIZATION INC,STAMFORD,CT,611710.0
EIN-23-7453854,NEW ORLEANS VIDEO ACCESS CENTER INC,NEW ORLEANS,LA,512000.0
EIN-23-7454025,NUNATAKS LTD,SCARSDALE,NY,611600.0
EIN-23-7454254,THE PARENTING CENTER,FORT WORTH,TX,541900.0
EIN-23-7454682,FAIRMOUNT HISTORICAL MUSEUM INC,FAIRMOUNT,IN,900099.0
EIN-23-7454707,NATIONAL ASSOCIATION OF ADVISORS FOR HEALTH PROFESSIONS INC,CHAMPAIGN,IL,900099.0
EIN-23-7454934,PHILADELPHIA AREA PROJECT ON OCCUPATIONAL SAFETY AND HEALTH,PHILADELPHIA,PA,900099.0
EIN-23-7455526,RIVERBEND ENVIRONMENTAL EDUCATION CENTER INC,GLADWYNE,PA,611600.0
EIN-23-7455866,IZAAK WALTON LEAGUE OF AMERICA INC,COLORADO SPGS,CO,713990.0
EIN-23-7455895,JAY COUNTY HUMANE SOCIETY INC,PORTLAND,IN,900099.0
EIN-23-7456739,LAKE HARMONY RESCUE SQUAD AND AMBULANCE CORPS INC,LAKE HARMONY,PA,621910.0
EIN-23-7456795,DULUTH GRADUATE MEDICAL EDUCATION COUNCIL INC,DULUTH,MN,624100.0
EIN-23-7458267,LIFESTREAM COMPLETE SENIOR LIVING INC,YOUNGTOWN,AZ,623000.0
EIN-23-7458273,LAS VEGAS INDIAN CENTER INC,LAS VEGAS,NV,258888.0
EIN-23-7534622,HELPING HAND RESCUE MISSION,PORTAGE,PA,623990.0
EIN-23-7540549,NYSARC INC,BEACON,NY,624100.0
EIN-23-7540582,NYSARC INC,NEWARK,NY,624310.0
EIN-23-7627149,BOY SCOUTS OF AMERICA,LITTLE ROCK,AR,721000.0
EIN-23-7627152,BOY SCOUTS OF AMERICA,SACRAMENTO,CA,721210.0
EIN-23-7628529,PTA FLORIDA CONGRESS,MIAMI BEACH,FL,611710.0
EIN-23-7659515,HANCOCK RESCUE SQUAD INC,HANCOCK,MD,621910.0
EIN-23-7666582,UNITED HELPERS NURSING HOME INC,OGDENSBURG,NY,623000.0
EIN-23-7730257,THE CITY OF EASTON PA WORKERS COMPENSATION TR,BETHLEHEM,PA,900099.0
EIN-23-7801345,WATERFOWL CHESAPEAKE INC,EASTON,MD,531310.0
EIN-24-0040340,CAROLINA FARM STEWARDSHIP ASSOCIATION,PITTSBORO,NC,900099.0
EIN-24-0676719,NORTH END WANDERERS ATHLETIC ASSOCIATION,BETHLEHEM,PA,900099.0
EIN-24-0772797,AMERICAN PHILATELIC SOCIETY,BELLEFONTE,PA,900099.0
EIN-24-0777607,LYCOMING COUNTY FAIR ASSOCIATION,HUGHESVILLE,PA,713990.0
EIN-24-0785171,SPOJNIA HOME FOR THE AGED & DISABLED,SCRANTON,PA,611600.0
EIN-24-0789558,LEHIGHTON AREA MEMORIAL LIBRARY,LEHIGHTON,PA,900099.0
EIN-24-0795385,BACH CHOIR OF BETHLEHEM,BETHLEHEM,PA,711130.0
EIN-24-0795387,BETHLEHEM AREA PUBLIC LIBRARY,BETHLEHEM,PA,519100.0
EIN-24-0795397,BOY SCOUTS OF AMERICA,WILLIAMSPORT,PA,900099.0
EIN-24-0795439,O S JOHNSON SCHOOL OF TECHNOLOGY,SCRANTON,PA,611710.0
EIN-24-0795443,ANGELINE ELIZABETH KIRBY MEMORIAL HEALTH CENTER,WILKES BARRE,PA,541380.0
EIN-24-0795466,LACKAWANNA BLIND ASSOCIATION,SCRANTON,PA,900099.0
EIN-24-0795501,VISITING NURSE ASSOCIATION AND HOME HEALTH MAINTENANCE ORGANIZATION,OLYPHANT,PA,621610.0
EIN-24-0795507,WILLIAMSPORT HOME,WILLIAMSPORT,PA,623000.0
EIN-24-0795634,GREATER SUSQUEHANNA VALLEY YMCA,SUNBURY,PA,813410.0
EIN-24-0795639,THIRD STREET ALLIANCE FOR WOMEN AND CHILDREN,EASTON,PA,900099.0
EIN-24-0795698,THE RIVER VALLEY REGIONAL YOUNG MENS CHRISTIAN ASSOCIATION,WILLIAMSPORT,PA,624410.0
EIN-24-0795971,OSTERHOUT FREE LIBRARY,WILKES BARRE,PA,900099.0
EIN-24-0796037,FREELAND YMCA,FREELAND,PA,713990.0
EIN-24-0796420,BOYS & GIRLS CLUBS OF NORTHEASTERN PENNSYLVANIA,SCRANTON,PA,624100.0
EIN-24-0796439,YOUNG WOMENS CHRISTIAN ASSOCIATION OF NORTHCENTRAL PENNSYLVANIA,WILLIAMSPORT,PA,713940.0
EIN-24-0796861,THOMAS BEAVER FREE LIBRARY,DANVILLE,PA,900099.0
EIN-24-0796862,MCBRIDE MEMORIAL LIBRARY,BERWICK,PA,921190.0
EIN-24-0796936,JEWISH COMMUNITY ALLIANCE OF NORTHEASTERN PA,KINGSTON,PA,812900.0
EIN-24-0798680,BACK MOUNTAIN-MEMORIAL LIBRARY ASSOCIATION,DALLAS,PA,532000.0
EIN-24-0798701,JEWISH HOME OF EASTERN PENNSYLVANIA,SCRANTON,PA,623000.0
EIN-24-0798829,LACKAWANNA HISTORICAL SOCIETY,SCRANTON,PA,900099.0
EIN-24-0798835,SUSQUEHANNA COUNTY HISTORICAL SOCIETY AND FREE LIBRARY ASSN,MONTROSE,PA,900099.0
EIN-24-0799180,JAMES V BROWN LIB ENDOW FD,WILLIAMSPORT,PA,611710.0
EIN-24-0799348,CENTRE COUNTY LIBRARY & HISTORICAL MUSEUM,BELLEFONTE,PA,900099.0
EIN-24-0802437,YOUNG MENS CHRISTIAN ASSOCIATION OF CENTRE COUNTY,BELLEFONTE,PA,900099.0
EIN-24-0810454,WAYNE COUNTY HISTORICAL SOCIETY,HONESDALE,PA,900099.0
EIN-24-0812468,EAGLES MERE ATHLETIC ASSOCIATION,EAGLES MERE,PA,713990.0
EIN-24-0813665,YOUNG MENS CHRISTIAN ASSOCIATION OF BERWICK PENNSYLVANIA,BERWICK,PA,624410.0
EIN-24-0814118,NORTH CENTRAL SIGHT SERVICES INC,WILLIAMSPORT,PA,900099.0
EIN-24-0819931,PENNSYLVANIA STATE ASSOCIATION OF COUNTY FAIRS,BANGOR,PA,611710.0
EIN-24-0820972,BLOOMSBURG PUBLIC LIBRARY,BLOOMSBURG,PA,900099.0
EIN-24-0823813,DEWEY FIRE CO NO 1,HELLERTOWN,PA,621910.0
EIN-24-0824051,MONROE COUNTY PUBLIC LIBRARY,STROUDSBURG,PA,611710.0
EIN-24-0824892,PENNSYLVANIA STATE ASSOCIATION OF COUNTY FAIRS,NEW MILFORD,PA,110000.0
EIN-24-0828287,GREATER HAZELTON CONCERT SERIES INC,HAZLETON,PA,711130.0
EIN-24-0829105,ALPHA FIRE COMPANY,STATE COLLEGE,PA,900099.0
EIN-24-0831491,HUMANE SOCIETY OF LACKAWANNA COUNTY,S ABINGTN TWP,PA,900099.0
EIN-24-0831817,SHAMOKIN-COAL TOWNSHIP PUBLIC LIBRARY INCORPORATED,SHAMOKIN,PA,519100.0
EIN-24-0832764,HOME FOR THE AGED OF THE LITTLE SISTERS OF THE POOR,QUEENS VLG,NY,623000.0
EIN-24-0855593,SKILLS OF CENTRAL PENNSYLVANIA INC,STATE COLLEGE,PA,623000.0
EIN-24-0855811,SOCIETY FOR PREVENTION OF CRUELTY TO ANIMALS OF LUZERNE COUNTY,WILKES BARRE,PA,900099.0
EIN-24-0855903,CENTRAL PENNSYLVANIA YOUTH MINISTRIES,SHAMOKIN DAM,PA,900099.0
EIN-24-0856145,UMH NY CORP,BINGHAMTON,NY,623990.0
EIN-24-0860310,DANVILLE AREA COMMUNITY CENTER,DANVILLE,PA,624110.0
EIN-24-0861373,COLLEGIAN INC,UNIVERSITY PK,PA,511110.0
EIN-24-0861567,MARY MEUSER MEMORIAL LIBRARY,EASTON,PA,900099.0
EIN-24-1785183,YMCA MEMORIAL BUILDING CORP,LIMA,OH,531120.0
EIN-24-6000079,BARRETT FRIENDLY LIBRARY,CRESCO,PA,9999.0
EIN-24-6002308,EVERHART MUSEUM OF NATURAL HISTORY SCIENCE & ART,SCRANTON,PA,713990.0
EIN-24-6019434,THE MEMORIAL LIBRARY OF NAZARETH AND VICINITY,NAZARETH,PA,900099.0
EIN-24-6021279,OLGA AND DOROTHEA DESSIN SOCIETY PREVENTION OF CRUELTY TO ANIMALS,HONESDALE,PA,900099.0
EIN-24-6024470,ARCHBALD COMMUNITY AMBULANCE & RESCUE SQUAD,ARCHBALD,PA,621910.0
EIN-24-6025992,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,BOILING SPGS,PA,611600.0
EIN-24-6026076,FREELAND-NORTH SIDE COMMUNITY AMBULANCE ASSOCIATION,FREELAND,PA,621910.0
EIN-25-0325750,ANIMAL RESCUE LEAGUE WESTERN PENNSYLVANIA HUMANE SOCIETY,PITTSBURGH,PA,900099.0
EIN-25-0425760,WESBURY UNITED METHODIST COMMUNITY,MEADVILLE,PA,623000.0
EIN-25-0581720,R W & B T VOLUNTEER FIRE COMPANY,ROBERTSDALE,PA,621910.0
EIN-25-0653955,PENNSYLVANIA STATE ASSOCIATION OF COUNTY FAIRS,E SMETHPORT,PA,713990.0
EIN-25-0712045,MONROEVILLE VOLUNTEER FIRE CO 1,MONROEVILLE,PA,621910.0
EIN-25-0753320,GEORGE JUNIOR REPUBLIC IN PENNSYLVANIA,GROVE CITY,PA,611710.0
EIN-25-0900724,RESCUE HOSE & LADDER COMPANY,CURWENSVILLE,PA,621910.0
EIN-25-0908183,CARROLLTOWN FIRE ENGINE CO,CARROLLTOWN,PA,624200.0
EIN-25-0940316,MEAD PARK ASSOCIATION,CORRY,PA,713990.0
EIN-25-0943989,MOON RUN VOLUNTEER FIRE CO OF ROBINSON TOWNSHIP,PITTSBURGH,PA,900099.0
EIN-25-0965213,ALLEGHENY CONFERENCE ON COMMUNITY DEVELOPMENT,PITTSBURGH,PA,900099.0
EIN-25-0965214,BOY SCOUTS OF AMERICA,PITTSBURGH,PA,611600.0
EIN-25-0965219,AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL SCIENCES,ARLINGTON,VA,900099.0
EIN-25-0965256,BOY SCOUTS OF AMERICA,DUBOIS,PA,721210.0
EIN-25-0965263,BOY SCOUTS OF AMERICA,WARREN,PA,900099.0
EIN-25-0965265,BOY SCOUTS OF AMERICA,ERIE,PA,900099.0
EIN-25-0965277,ANDREW CARNEGIE FREE LIBRARY,CARNEGIE,PA,900099.0
EIN-25-0965278,CARNEGIE FREE LIBRARY,CONNELLSVILLE,PA,900099.0
EIN-25-0965280,CARNEGIE INSTITUTE,PITTSBURGH,PA,713990.0
EIN-25-0965281,CARNEGIE LIBRARY OF PITTSBURGH,PITTSBURGH,PA,900099.0
EIN-25-0965289,FAMILY SERVICES OF WARREN COUNTY INC,WARREN,PA,900099.0
EIN-25-0965311,FAIR OAKS OF PITTSBURGH,PITTSBURGH,PA,623000.0
EIN-25-0965321,DEPAUL SCHOOL FOR HEARING AND SPEECH,PITTSBURGH,PA,611600.0
EIN-25-0965334,CANTERBURY PLACE,PITTSBURGH,PA,623000.0
EIN-25-0965383,UNITED WAY OF THE LAUREL HIGHLANDS INC,JOHNSTOWN,PA,561000.0
EIN-25-0965390,SARAH HEINZ HOUSE ASSOCIATION,PITTSBURGH,PA,624110.0
EIN-25-0965444,THE BROWNSON HOUSE INC,WASHINGTON,PA,713940.0
EIN-25-0965466,PITTSBURGH FOUNDATION,PITTSBURGH,PA,900099.0
EIN-25-0965619,BUTLER COUNTY FAMILY YOUNG MENS CHRISTIAN ASSOCIATION,BUTLER,PA,713940.0
EIN-25-0965621,YOUNG MENS CHRISTIAN ASSOCIATION OF ERIE PA,ERIE,PA,624110.0
EIN-25-0965629,YOUNG MENS CHRISTIAN ASSN OF RIDGWAY PA,RIDGWAY,PA,713990.0
EIN-25-0965640,JEFFERSON DEFREES FAMILY CENTER,WARREN,PA,624410.0
EIN-25-0965641,YOUNG WOMENS CHRISTIAN ASSOCIATION OF TITUSVILLE,TITUSVILLE,PA,900099.0
EIN-25-0969422,PRESBYTERIAN SENIORCARE,OAKMONT,PA,623000.0
EIN-25-0969452,CARNEGIE LIBRARY OF HOMESTEAD,HOMESTEAD,PA,713940.0
EIN-25-0969472,ASBURY HEALTH CENTER,PITTSBURGH,PA,623000.0
EIN-25-0969476,WESTMORELAND COUNTY BLIND ASSOCIATION,GREENSBURG,PA,624100.0
EIN-25-0974293,BUTLER AREA PUBLIC LIBRARY,BUTLER,PA,812900.0
EIN-25-0974310,LITTLE SISTERS OF THE POOR OF THE STATE OF PENNSYLVANIA,PITTSBURGH,PA,623000.0
EIN-25-0974318,MOUNT PLEASANT FREE PUBLIC LIBRARY ASSOCIATION INC,MT PLEASANT,PA,813410.0
